Border,Date,Measure,Value,Average
US-Canada Border,05/01/2013 12:00:00 AM,Rail Containers Full,126913,108159
US-Canada Border,05/01/2013 12:00:00 AM,Truck Containers Empty,123881,86728
US-Canada Border,05/01/2013 12:00:00 AM,Rail Containers Empty,65924,42727
US-Canada Border,05/01/2013 12:00:00 AM,Pedestrians,40091,28701
US-Mexico Border,05/01/2013 12:00:00 AM,Rail Containers Full,37009,26776
US-Mexico Border,05/01/2013 12:00:00 AM,Rail Containers Empty,31148,31098
US-Canada Border,05/01/2013 12:00:00 AM,Train Passengers,27490,14567
US-Mexico Border,05/01/2013 12:00:00 AM,Buses,17577,19060
US-Canada Border,05/01/2013 12:00:00 AM,Buses,10706,9420
US-Canada Border,05/01/2013 12:00:00 AM,Trains,2696,2512
US-Mexico Border,05/01/2013 12:00:00 AM,Trains,805,715
US-Mexico Border,05/01/2013 12:00:00 AM,Train Passengers,388,1034
US-Mexico Border,05/01/2012 12:00:00 AM,Personal Vehicle Passengers,9456442,14076757
US-Mexico Border,05/01/2012 12:00:00 AM,Personal Vehicles,5267639,6522782
US-Canada Border,05/01/2012 12:00:00 AM,Personal Vehicle Passengers,5048697,4758772
US-Mexico Border,05/01/2012 12:00:00 AM,Pedestrians,3421853,3747987
US-Canada Border,05/01/2012 12:00:00 AM,Personal Vehicles,2779147,2314943
US-Canada Border,05/01/2012 12:00:00 AM,Trucks,505616,511378
US-Mexico Border,05/01/2012 12:00:00 AM,Trucks,460181,398388
US-Canada Border,05/01/2012 12:00:00 AM,Truck Containers Full,376336,380632
US-Mexico Border,05/01/2012 12:00:00 AM,Truck Containers Full,322166,255957
US-Canada Border,05/01/2012 12:00:00 AM,Bus Passengers,256879,221465
US-Mexico Border,05/01/2012 12:00:00 AM,Bus Passengers,222990,236119
US-Mexico Border,05/01/2012 12:00:00 AM,Truck Containers Empty,135225,139584
US-Canada Border,05/01/2012 12:00:00 AM,Rail Containers Full,112210,108123
US-Canada Border,05/01/2012 12:00:00 AM,Truck Containers Empty,112198,86501
US-Canada Border,05/01/2012 12:00:00 AM,Rail Containers Empty,59768,42575
US-Mexico Border,05/01/2012 12:00:00 AM,Rail Containers Empty,40321,31016
US-Canada Border,05/01/2012 12:00:00 AM,Pedestrians,39073,28609
US-Mexico Border,05/01/2012 12:00:00 AM,Rail Containers Full,33681,26714
US-Canada Border,05/01/2012 12:00:00 AM,Train Passengers,26609,14460
US-Mexico Border,05/01/2012 12:00:00 AM,Buses,17687,19072
US-Canada Border,05/01/2012 12:00:00 AM,Buses,11022,9406
US-Canada Border,05/01/2012 12:00:00 AM,Trains,2274,2514
US-Mexico Border,05/01/2012 12:00:00 AM,Trains,760,714
US-Mexico Border,05/01/2012 12:00:00 AM,Train Passengers,296,1041
US-Mexico Border,05/01/2011 12:00:00 AM,Personal Vehicle Passengers,9340649,14119424
US-Mexico Border,05/01/2011 12:00:00 AM,Personal Vehicles,5206244,6534643
US-Canada Border,05/01/2011 12:00:00 AM,Personal Vehicle Passengers,4875403,4757722
US-Mexico Border,05/01/2011 12:00:00 AM,Pedestrians,3320617,3751837
US-Canada Border,05/01/2011 12:00:00 AM,Personal Vehicles,2662854,2311809
US-Canada Border,05/01/2011 12:00:00 AM,Trucks,481860,511644
US-Mexico Border,05/01/2011 12:00:00 AM,Trucks,427866,398122
US-Canada Border,05/01/2011 12:00:00 AM,Truck Containers Full,355369,380860
US-Mexico Border,05/01/2011 12:00:00 AM,Truck Containers Full,292236,255630
US-Canada Border,05/01/2011 12:00:00 AM,Bus Passengers,256246,221151
US-Mexico Border,05/01/2011 12:00:00 AM,Bus Passengers,214348,236315
US-Mexico Border,05/01/2011 12:00:00 AM,Truck Containers Empty,127038,139697
US-Canada Border,05/01/2011 12:00:00 AM,Rail Containers Full,107994,108124
US-Canada Border,05/01/2011 12:00:00 AM,Truck Containers Empty,98289,86395
US-Canada Border,05/01/2011 12:00:00 AM,Rail Containers Empty,55148,42462
US-Mexico Border,05/01/2011 12:00:00 AM,Rail Containers Empty,36185,30969
US-Mexico Border,05/01/2011 12:00:00 AM,Rail Containers Full,31788,26669
US-Canada Border,05/01/2011 12:00:00 AM,Pedestrians,29349,28602
US-Canada Border,05/01/2011 12:00:00 AM,Train Passengers,26800,14349
US-Mexico Border,05/01/2011 12:00:00 AM,Buses,18228,19080
US-Canada Border,05/01/2011 12:00:00 AM,Buses,11562,9386
US-Canada Border,05/01/2011 12:00:00 AM,Trains,2240,2516
US-Mexico Border,05/01/2011 12:00:00 AM,Trains,708,714
US-Mexico Border,05/01/2011 12:00:00 AM,Train Passengers,317,1047
US-Mexico Border,05/01/2010 12:00:00 AM,Personal Vehicle Passengers,10887765,14148803
US-Mexico Border,05/01/2010 12:00:00 AM,Personal Vehicles,5493655,6544106
US-Canada Border,05/01/2010 12:00:00 AM,Personal Vehicle Passengers,4692168,4758318
US-Mexico Border,05/01/2010 12:00:00 AM,Pedestrians,3502885,3754100
US-Canada Border,05/01/2010 12:00:00 AM,Personal Vehicles,2401852,2310990
US-Canada Border,05/01/2010 12:00:00 AM,Trucks,469528,512027
US-Mexico Border,05/01/2010 12:00:00 AM,Trucks,406353,398047
US-Canada Border,05/01/2010 12:00:00 AM,Truck Containers Full,365603,380999
US-Mexico Border,05/01/2010 12:00:00 AM,Truck Containers Full,280548,255403
US-Canada Border,05/01/2010 12:00:00 AM,Bus Passengers,255618,220838
US-Mexico Border,05/01/2010 12:00:00 AM,Bus Passengers,205977,236591
US-Mexico Border,05/01/2010 12:00:00 AM,Truck Containers Empty,124036,139839
US-Canada Border,05/01/2010 12:00:00 AM,Rail Containers Full,101286,108186
US-Canada Border,05/01/2010 12:00:00 AM,Truck Containers Empty,97029,86298
US-Canada Border,05/01/2010 12:00:00 AM,Rail Containers Empty,49373,42399
US-Canada Border,05/01/2010 12:00:00 AM,Pedestrians,35087,28543
US-Mexico Border,05/01/2010 12:00:00 AM,Rail Containers Empty,34042,30941
US-Mexico Border,05/01/2010 12:00:00 AM,Rail Containers Full,27044,26665
US-Canada Border,05/01/2010 12:00:00 AM,Train Passengers,24297,14258
US-Mexico Border,05/01/2010 12:00:00 AM,Buses,17477,19095
US-Canada Border,05/01/2010 12:00:00 AM,Buses,11679,9365
US-Canada Border,05/01/2010 12:00:00 AM,Trains,2435,2517
US-Mexico Border,05/01/2010 12:00:00 AM,Trains,647,715
US-Mexico Border,05/01/2010 12:00:00 AM,Train Passengers,278,1054
US-Mexico Border,05/01/2009 12:00:00 AM,Personal Vehicle Passengers,11838435,14169999
US-Mexico Border,05/01/2009 12:00:00 AM,Personal Vehicles,5954295,6549517
US-Canada Border,05/01/2009 12:00:00 AM,Personal Vehicle Passengers,4670174,4759126
US-Mexico Border,05/01/2009 12:00:00 AM,Pedestrians,3457754,3756819
US-Canada Border,05/01/2009 12:00:00 AM,Personal Vehicles,2346355,2310666
US-Canada Border,05/01/2009 12:00:00 AM,Trucks,396308,513088
US-Mexico Border,05/01/2009 12:00:00 AM,Trucks,341601,398565
US-Canada Border,05/01/2009 12:00:00 AM,Truck Containers Full,309367,381656
US-Canada Border,05/01/2009 12:00:00 AM,Bus Passengers,277709,220316
US-Mexico Border,05/01/2009 12:00:00 AM,Truck Containers Full,217776,255749
US-Mexico Border,05/01/2009 12:00:00 AM,Bus Passengers,179414,237115
US-Mexico Border,05/01/2009 12:00:00 AM,Truck Containers Empty,121711,140005
US-Canada Border,05/01/2009 12:00:00 AM,Rail Containers Full,80160,108443
US-Canada Border,05/01/2009 12:00:00 AM,Truck Containers Empty,79869,86357
US-Canada Border,05/01/2009 12:00:00 AM,Rail Containers Empty,40331,42418
US-Canada Border,05/01/2009 12:00:00 AM,Pedestrians,37133,28464
US-Mexico Border,05/01/2009 12:00:00 AM,Rail Containers Empty,25007,30996
US-Mexico Border,05/01/2009 12:00:00 AM,Buses,18635,19099
US-Canada Border,05/01/2009 12:00:00 AM,Train Passengers,18241,14222
US-Mexico Border,05/01/2009 12:00:00 AM,Rail Containers Full,18103,26744
US-Canada Border,05/01/2009 12:00:00 AM,Buses,11920,9342
US-Canada Border,05/01/2009 12:00:00 AM,Trains,1969,2522
US-Mexico Border,05/01/2009 12:00:00 AM,Trains,613,716
US-Mexico Border,05/01/2009 12:00:00 AM,Train Passengers,373,1060
US-Mexico Border,05/01/2008 12:00:00 AM,Personal Vehicle Passengers,13372873,14177380
US-Mexico Border,05/01/2008 12:00:00 AM,Personal Vehicles,6697505,6548147
US-Canada Border,05/01/2008 12:00:00 AM,Personal Vehicle Passengers,5216129,4754895
US-Mexico Border,05/01/2008 12:00:00 AM,Pedestrians,3884000,3755641
US-Canada Border,05/01/2008 12:00:00 AM,Personal Vehicles,2560128,2308356
US-Canada Border,05/01/2008 12:00:00 AM,Trucks,516173,513060
US-Mexico Border,05/01/2008 12:00:00 AM,Trucks,434920,398228
US-Canada Border,05/01/2008 12:00:00 AM,Truck Containers Full,415365,381344
US-Canada Border,05/01/2008 12:00:00 AM,Bus Passengers,355655,219063
US-Mexico Border,05/01/2008 12:00:00 AM,Bus Passengers,324361,236308
US-Mexico Border,05/01/2008 12:00:00 AM,Truck Containers Full,274857,255572
US-Mexico Border,05/01/2008 12:00:00 AM,Truck Containers Empty,155709,139860
US-Canada Border,05/01/2008 12:00:00 AM,Rail Containers Full,117068,108363
US-Canada Border,05/01/2008 12:00:00 AM,Truck Containers Empty,94066,86286
US-Canada Border,05/01/2008 12:00:00 AM,Rail Containers Empty,53272,42318
US-Canada Border,05/01/2008 12:00:00 AM,Pedestrians,47220,28291
US-Mexico Border,05/01/2008 12:00:00 AM,Rail Containers Empty,40163,30911
US-Mexico Border,05/01/2008 12:00:00 AM,Rail Containers Full,28890,26724
US-Mexico Border,05/01/2008 12:00:00 AM,Buses,23271,19060
US-Canada Border,05/01/2008 12:00:00 AM,Train Passengers,22373,14146
US-Canada Border,05/01/2008 12:00:00 AM,Buses,12775,9310
US-Canada Border,05/01/2008 12:00:00 AM,Trains,2702,2520
US-Mexico Border,05/01/2008 12:00:00 AM,Train Passengers,1278,1058
US-Mexico Border,05/01/2008 12:00:00 AM,Trains,901,714
US-Mexico Border,05/01/2007 12:00:00 AM,Personal Vehicle Passengers,14395843,14175338
US-Mexico Border,05/01/2007 12:00:00 AM,Personal Vehicles,7140581,6542610
US-Canada Border,05/01/2007 12:00:00 AM,Personal Vehicle Passengers,5316722,4749644
US-Mexico Border,05/01/2007 12:00:00 AM,Pedestrians,4013418,3753232
US-Canada Border,05/01/2007 12:00:00 AM,Personal Vehicles,2487147,2306685
US-Canada Border,05/01/2007 12:00:00 AM,Trucks,592961,512313
US-Canada Border,05/01/2007 12:00:00 AM,Truck Containers Full,483402,380390
US-Mexico Border,05/01/2007 12:00:00 AM,Trucks,439258,397845
US-Canada Border,05/01/2007 12:00:00 AM,Bus Passengers,393720,217431
US-Mexico Border,05/01/2007 12:00:00 AM,Truck Containers Full,273262,255406
US-Mexico Border,05/01/2007 12:00:00 AM,Bus Passengers,250618,236174
US-Mexico Border,05/01/2007 12:00:00 AM,Truck Containers Empty,161952,139653
US-Canada Border,05/01/2007 12:00:00 AM,Rail Containers Full,113921,108311
US-Canada Border,05/01/2007 12:00:00 AM,Truck Containers Empty,81495,86330
US-Canada Border,05/01/2007 12:00:00 AM,Rail Containers Empty,47495,42269
US-Canada Border,05/01/2007 12:00:00 AM,Pedestrians,44870,28136
US-Mexico Border,05/01/2007 12:00:00 AM,Rail Containers Empty,38180,30843
US-Mexico Border,05/01/2007 12:00:00 AM,Rail Containers Full,34472,26652
US-Canada Border,05/01/2007 12:00:00 AM,Train Passengers,24359,14051
US-Mexico Border,05/01/2007 12:00:00 AM,Buses,21278,19039
US-Canada Border,05/01/2007 12:00:00 AM,Buses,13803,9268
US-Canada Border,05/01/2007 12:00:00 AM,Trains,2708,2519
US-Mexico Border,05/01/2007 12:00:00 AM,Train Passengers,1778,1052
US-Mexico Border,05/01/2007 12:00:00 AM,Trains,934,712
US-Mexico Border,05/01/2006 12:00:00 AM,Personal Vehicle Passengers,14854291,14168933
US-Mexico Border,05/01/2006 12:00:00 AM,Personal Vehicles,7519061,6533399
US-Canada Border,05/01/2006 12:00:00 AM,Personal Vehicle Passengers,5380492,4743693
US-Mexico Border,05/01/2006 12:00:00 AM,Pedestrians,3677021,3753951
US-Canada Border,05/01/2006 12:00:00 AM,Personal Vehicles,2602915,2303890
US-Canada Border,05/01/2006 12:00:00 AM,Trucks,605389,511435
US-Canada Border,05/01/2006 12:00:00 AM,Truck Containers Full,521530,379058
US-Mexico Border,05/01/2006 12:00:00 AM,Trucks,421037,397626
US-Canada Border,05/01/2006 12:00:00 AM,Bus Passengers,359999,216086
US-Mexico Border,05/01/2006 12:00:00 AM,Truck Containers Full,283704,255139
US-Mexico Border,05/01/2006 12:00:00 AM,Bus Passengers,243546,236104
US-Mexico Border,05/01/2006 12:00:00 AM,Truck Containers Empty,138372,139667
US-Canada Border,05/01/2006 12:00:00 AM,Rail Containers Full,120126,108200
US-Canada Border,05/01/2006 12:00:00 AM,Truck Containers Empty,85111,86342
US-Canada Border,05/01/2006 12:00:00 AM,Rail Containers Empty,42617,42266
US-Mexico Border,05/01/2006 12:00:00 AM,Rail Containers Empty,35118,30803
US-Mexico Border,05/01/2006 12:00:00 AM,Rail Containers Full,34672,26576
US-Canada Border,05/01/2006 12:00:00 AM,Pedestrians,28750,28130
US-Canada Border,05/01/2006 12:00:00 AM,Train Passengers,23683,13960
US-Mexico Border,05/01/2006 12:00:00 AM,Buses,20802,19023
US-Canada Border,05/01/2006 12:00:00 AM,Buses,13299,9230
US-Canada Border,05/01/2006 12:00:00 AM,Trains,2812,2516
US-Mexico Border,05/01/2006 12:00:00 AM,Train Passengers,2072,1042
US-Mexico Border,05/01/2006 12:00:00 AM,Trains,894,710
US-Mexico Border,05/01/2005 12:00:00 AM,Personal Vehicle Passengers,15933763,14152125
US-Mexico Border,05/01/2005 12:00:00 AM,Personal Vehicles,7820784,6521138
US-Canada Border,05/01/2005 12:00:00 AM,Personal Vehicle Passengers,5024455,4741019
US-Mexico Border,05/01/2005 12:00:00 AM,Pedestrians,3735725,3754125
US-Canada Border,05/01/2005 12:00:00 AM,Personal Vehicles,2532348,2301715
US-Canada Border,05/01/2005 12:00:00 AM,Trucks,596880,510621
US-Canada Border,05/01/2005 12:00:00 AM,Truck Containers Full,509091,377820
US-Mexico Border,05/01/2005 12:00:00 AM,Trucks,396384,397638
US-Canada Border,05/01/2005 12:00:00 AM,Bus Passengers,388037,214448
US-Mexico Border,05/01/2005 12:00:00 AM,Bus Passengers,268499,235796
US-Mexico Border,05/01/2005 12:00:00 AM,Truck Containers Full,259426,255099
US-Mexico Border,05/01/2005 12:00:00 AM,Truck Containers Empty,134434,139715
US-Canada Border,05/01/2005 12:00:00 AM,Rail Containers Full,121928,108069
US-Canada Border,05/01/2005 12:00:00 AM,Truck Containers Empty,77594,86425
US-Canada Border,05/01/2005 12:00:00 AM,Pedestrians,54966,27874
US-Canada Border,05/01/2005 12:00:00 AM,Rail Containers Empty,42790,42261
US-Mexico Border,05/01/2005 12:00:00 AM,Rail Containers Empty,34214,30770
US-Mexico Border,05/01/2005 12:00:00 AM,Rail Containers Full,29946,26544
US-Canada Border,05/01/2005 12:00:00 AM,Train Passengers,20772,13895
US-Mexico Border,05/01/2005 12:00:00 AM,Buses,20329,19010
US-Canada Border,05/01/2005 12:00:00 AM,Buses,15248,9173
US-Canada Border,05/01/2005 12:00:00 AM,Trains,2785,2513
US-Mexico Border,05/01/2005 12:00:00 AM,Train Passengers,1267,1040
US-Mexico Border,05/01/2005 12:00:00 AM,Trains,834,709
US-Mexico Border,05/01/2004 12:00:00 AM,Personal Vehicle Passengers,16527608,14129284
US-Mexico Border,05/01/2004 12:00:00 AM,Personal Vehicles,7817421,6508673
US-Canada Border,05/01/2004 12:00:00 AM,Personal Vehicle Passengers,5240205,4736219
US-Mexico Border,05/01/2004 12:00:00 AM,Pedestrians,3994829,3751810
US-Canada Border,05/01/2004 12:00:00 AM,Personal Vehicles,2574290,2299094
US-Canada Border,05/01/2004 12:00:00 AM,Trucks,590540,509853
US-Canada Border,05/01/2004 12:00:00 AM,Truck Containers Full,501015,376635
US-Canada Border,05/01/2004 12:00:00 AM,Bus Passengers,387322,212786
US-Mexico Border,05/01/2004 12:00:00 AM,Trucks,376800,397838
US-Mexico Border,05/01/2004 12:00:00 AM,Bus Passengers,264844,235516
US-Mexico Border,05/01/2004 12:00:00 AM,Truck Containers Full,239846,255245
US-Mexico Border,05/01/2004 12:00:00 AM,Truck Containers Empty,135992,139751
US-Canada Border,05/01/2004 12:00:00 AM,Rail Containers Full,127405,107883
US-Canada Border,05/01/2004 12:00:00 AM,Pedestrians,97398,27206
US-Canada Border,05/01/2004 12:00:00 AM,Truck Containers Empty,77222,86514
US-Canada Border,05/01/2004 12:00:00 AM,Rail Containers Empty,41995,42263
US-Mexico Border,05/01/2004 12:00:00 AM,Rail Containers Empty,31280,30765
US-Mexico Border,05/01/2004 12:00:00 AM,Rail Containers Full,28184,26528
US-Mexico Border,05/01/2004 12:00:00 AM,Buses,21827,18983
US-Canada Border,05/01/2004 12:00:00 AM,Train Passengers,14678,13887
US-Canada Border,05/01/2004 12:00:00 AM,Buses,14526,9121
US-Canada Border,05/01/2004 12:00:00 AM,Trains,2852,2510
US-Mexico Border,05/01/2004 12:00:00 AM,Train Passengers,1057,1040
US-Mexico Border,05/01/2004 12:00:00 AM,Trains,666,710
US-Mexico Border,05/01/2003 12:00:00 AM,Personal Vehicle Passengers,16925322,14102138
US-Mexico Border,05/01/2003 12:00:00 AM,Personal Vehicles,7644265,6497648
US-Canada Border,05/01/2003 12:00:00 AM,Personal Vehicle Passengers,4987387,4733780
US-Mexico Border,05/01/2003 12:00:00 AM,Pedestrians,4086848,3748557
US-Canada Border,05/01/2003 12:00:00 AM,Personal Vehicles,2415046,2297968
US-Canada Border,05/01/2003 12:00:00 AM,Trucks,583294,509140
US-Canada Border,05/01/2003 12:00:00 AM,Truck Containers Full,500697,375431
US-Mexico Border,05/01/2003 12:00:00 AM,Trucks,363131,398175
US-Canada Border,05/01/2003 12:00:00 AM,Bus Passengers,348695,211466
US-Mexico Border,05/01/2003 12:00:00 AM,Bus Passengers,300542,234885
US-Mexico Border,05/01/2003 12:00:00 AM,Truck Containers Full,224542,255543
US-Mexico Border,05/01/2003 12:00:00 AM,Truck Containers Empty,140755,139741
US-Canada Border,05/01/2003 12:00:00 AM,Rail Containers Full,113758,107826
US-Canada Border,05/01/2003 12:00:00 AM,Truck Containers Empty,71623,86658
US-Canada Border,05/01/2003 12:00:00 AM,Pedestrians,69601,26794
US-Canada Border,05/01/2003 12:00:00 AM,Rail Containers Empty,42106,42265
US-Mexico Border,05/01/2003 12:00:00 AM,Rail Containers Empty,28450,30788
US-Mexico Border,05/01/2003 12:00:00 AM,Rail Containers Full,24693,26546
US-Mexico Border,05/01/2003 12:00:00 AM,Buses,24550,18929
US-Canada Border,05/01/2003 12:00:00 AM,Train Passengers,19404,13834
US-Canada Border,05/01/2003 12:00:00 AM,Buses,13821,9076
US-Canada Border,05/01/2003 12:00:00 AM,Trains,2879,2506
US-Mexico Border,05/01/2003 12:00:00 AM,Train Passengers,878,1041
US-Mexico Border,05/01/2003 12:00:00 AM,Trains,660,710
US-Mexico Border,05/01/2002 12:00:00 AM,Personal Vehicle Passengers,16756807,14076112
US-Mexico Border,05/01/2002 12:00:00 AM,Personal Vehicles,7620325,6486642
US-Canada Border,05/01/2002 12:00:00 AM,Personal Vehicle Passengers,5755071,4723768
US-Mexico Border,05/01/2002 12:00:00 AM,Pedestrians,4205787,3744075
US-Canada Border,05/01/2002 12:00:00 AM,Personal Vehicles,2789486,2293149
US-Canada Border,05/01/2002 12:00:00 AM,Trucks,623411,508019
US-Canada Border,05/01/2002 12:00:00 AM,Truck Containers Full,528963,373926
US-Canada Border,05/01/2002 12:00:00 AM,Bus Passengers,407117,209548
US-Mexico Border,05/01/2002 12:00:00 AM,Trucks,387629,398279
US-Mexico Border,05/01/2002 12:00:00 AM,Bus Passengers,319385,234057
US-Mexico Border,05/01/2002 12:00:00 AM,Truck Containers Full,230731,255787
US-Mexico Border,05/01/2002 12:00:00 AM,Truck Containers Empty,164544,139498
US-Canada Border,05/01/2002 12:00:00 AM,Rail Containers Full,118070,107726
US-Canada Border,05/01/2002 12:00:00 AM,Pedestrians,96133,26114
US-Canada Border,05/01/2002 12:00:00 AM,Truck Containers Empty,93073,86595
US-Canada Border,05/01/2002 12:00:00 AM,Rail Containers Empty,37532,42311
US-Mexico Border,05/01/2002 12:00:00 AM,Rail Containers Empty,28390,30811
US-Mexico Border,05/01/2002 12:00:00 AM,Buses,25294,18867
US-Mexico Border,05/01/2002 12:00:00 AM,Rail Containers Full,23270,26578
US-Canada Border,05/01/2002 12:00:00 AM,Train Passengers,20474,13769
US-Canada Border,05/01/2002 12:00:00 AM,Buses,15513,9013
US-Canada Border,05/01/2002 12:00:00 AM,Trains,2843,2503
US-Mexico Border,05/01/2002 12:00:00 AM,Train Passengers,1176,1040
US-Mexico Border,05/01/2002 12:00:00 AM,Trains,682,710
US-Mexico Border,05/01/2001 12:00:00 AM,Personal Vehicle Passengers,17849208,14038754
US-Mexico Border,05/01/2001 12:00:00 AM,Personal Vehicles,8202683,6469651
US-Canada Border,05/01/2001 12:00:00 AM,Personal Vehicle Passengers,6359599,4707571
US-Mexico Border,05/01/2001 12:00:00 AM,Pedestrians,4144573,3740109
US-Canada Border,05/01/2001 12:00:00 AM,Personal Vehicles,3117367,2284989
US-Canada Border,05/01/2001 12:00:00 AM,Trucks,625675,506854
US-Canada Border,05/01/2001 12:00:00 AM,Truck Containers Full,521415,372465
US-Canada Border,05/01/2001 12:00:00 AM,Bus Passengers,455731,207111
US-Mexico Border,05/01/2001 12:00:00 AM,Trucks,387767,398383
US-Mexico Border,05/01/2001 12:00:00 AM,Bus Passengers,268242,233718
US-Mexico Border,05/01/2001 12:00:00 AM,Truck Containers Full,217992,256161
US-Mexico Border,05/01/2001 12:00:00 AM,Truck Containers Empty,168233,139214
US-Canada Border,05/01/2001 12:00:00 AM,Rail Containers Full,123144,107573
US-Canada Border,05/01/2001 12:00:00 AM,Truck Containers Empty,90500,86557
US-Canada Border,05/01/2001 12:00:00 AM,Pedestrians,74052,25640
US-Canada Border,05/01/2001 12:00:00 AM,Rail Containers Empty,41281,42322
US-Mexico Border,05/01/2001 12:00:00 AM,Rail Containers Empty,26725,30852
US-Mexico Border,05/01/2001 12:00:00 AM,Buses,25275,18803
US-Mexico Border,05/01/2001 12:00:00 AM,Rail Containers Full,24284,26601
US-Canada Border,05/01/2001 12:00:00 AM,Train Passengers,20813,13699
US-Canada Border,05/01/2001 12:00:00 AM,Buses,16579,8938
US-Canada Border,05/01/2001 12:00:00 AM,Trains,2964,2498
US-Mexico Border,05/01/2001 12:00:00 AM,Train Passengers,2002,1031
US-Mexico Border,05/01/2001 12:00:00 AM,Trains,706,710
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,20888850,13970254
US-Canada Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,8053354,4674114
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicles,7936400,6454984
US-Mexico Border,05/01/2000 12:00:00 AM,Pedestrians,3716815,3740342
US-Canada Border,05/01/2000 12:00:00 AM,Personal Vehicles,3086634,2276972
US-Canada Border,05/01/2000 12:00:00 AM,Trucks,635253,505570
US-Canada Border,05/01/2000 12:00:00 AM,Truck Containers Full,491862,371271
US-Canada Border,05/01/2000 12:00:00 AM,Bus Passengers,453253,204649
US-Mexico Border,05/01/2000 12:00:00 AM,Trucks,401676,398350
US-Mexico Border,05/01/2000 12:00:00 AM,Bus Passengers,231533,233740
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Full,218987,256532
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Empty,172205,138884
US-Canada Border,05/01/2000 12:00:00 AM,Rail Containers Full,104589,107603
US-Canada Border,05/01/2000 12:00:00 AM,Truck Containers Empty,79686,86625
US-Canada Border,05/01/2000 12:00:00 AM,Pedestrians,58651,25310
US-Canada Border,05/01/2000 12:00:00 AM,Rail Containers Empty,32484,42420
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Empty,29393,30866
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Full,22560,26641
US-Mexico Border,05/01/2000 12:00:00 AM,Buses,21723,18774
US-Canada Border,05/01/2000 12:00:00 AM,Train Passengers,19130,13645
US-Canada Border,05/01/2000 12:00:00 AM,Buses,17306,8854
US-Canada Border,05/01/2000 12:00:00 AM,Trains,2842,2495
US-Mexico Border,05/01/2000 12:00:00 AM,Train Passengers,1832,1023
US-Mexico Border,05/01/2000 12:00:00 AM,Trains,590,712
US-Mexico Border,05/01/1999 12:00:00 AM,Personal Vehicle Passengers,20777088,13901498
US-Canada Border,05/01/1999 12:00:00 AM,Personal Vehicle Passengers,9073447,4629676
US-Mexico Border,05/01/1999 12:00:00 AM,Personal Vehicles,7680209,6442608
US-Mexico Border,05/01/1999 12:00:00 AM,Pedestrians,4069884,3737014
US-Canada Border,05/01/1999 12:00:00 AM,Personal Vehicles,3217670,2267470
US-Canada Border,05/01/1999 12:00:00 AM,Trucks,571670,504903
US-Canada Border,05/01/1999 12:00:00 AM,Bus Passengers,473262,201936
US-Canada Border,05/01/1999 12:00:00 AM,Truck Containers Full,465542,370319
US-Mexico Border,05/01/1999 12:00:00 AM,Trucks,359245,398745
US-Mexico Border,05/01/1999 12:00:00 AM,Bus Passengers,302680,233044
US-Mexico Border,05/01/1999 12:00:00 AM,Truck Containers Full,195097,257153
US-Mexico Border,05/01/1999 12:00:00 AM,Truck Containers Empty,155354,138717
US-Canada Border,05/01/1999 12:00:00 AM,Rail Containers Full,108762,107591
US-Canada Border,05/01/1999 12:00:00 AM,Pedestrians,74546,24812
US-Canada Border,05/01/1999 12:00:00 AM,Truck Containers Empty,68943,86804
US-Canada Border,05/01/1999 12:00:00 AM,Rail Containers Empty,31185,42533
US-Mexico Border,05/01/1999 12:00:00 AM,Buses,24966,18712
US-Mexico Border,05/01/1999 12:00:00 AM,Rail Containers Empty,22234,30954
US-Canada Border,05/01/1999 12:00:00 AM,Train Passengers,20959,13571
US-Mexico Border,05/01/1999 12:00:00 AM,Rail Containers Full,20911,26699
US-Canada Border,05/01/1999 12:00:00 AM,Buses,18065,8761
US-Canada Border,05/01/1999 12:00:00 AM,Trains,2899,2491
US-Mexico Border,05/01/1999 12:00:00 AM,Train Passengers,1732,1015
US-Mexico Border,05/01/1999 12:00:00 AM,Trains,512,714
US-Mexico Border,05/01/1998 12:00:00 AM,Personal Vehicle Passengers,19427292,13845112
US-Canada Border,05/01/1998 12:00:00 AM,Personal Vehicle Passengers,7589843,4599470
US-Mexico Border,05/01/1998 12:00:00 AM,Personal Vehicles,7198152,6434898
US-Mexico Border,05/01/1998 12:00:00 AM,Pedestrians,3802096,3736350
US-Canada Border,05/01/1998 12:00:00 AM,Personal Vehicles,3208112,2257872
US-Canada Border,05/01/1998 12:00:00 AM,Trucks,535394,504592
US-Canada Border,05/01/1998 12:00:00 AM,Bus Passengers,411332,199800
US-Mexico Border,05/01/1998 12:00:00 AM,Trucks,329961,399447
US-Mexico Border,05/01/1998 12:00:00 AM,Bus Passengers,315528,232202
US-Canada Border,05/01/1998 12:00:00 AM,Truck Containers Full,314318,370891
US-Mexico Border,05/01/1998 12:00:00 AM,Truck Containers Full,165636,258087
US-Mexico Border,05/01/1998 12:00:00 AM,Truck Containers Empty,135023,138755
US-Canada Border,05/01/1998 12:00:00 AM,Pedestrians,75936,24291
